time,open,high,low,close,volume,I,y,b,f,c,x
1638608640000,5.2673,5.2787,5.2162,5.2723,30438,1638608699999,159958.618,552,14784,77766.4999,0
1638608700000,5.2712,5.2815,5.2619,5.2726,5202,1638608759999,27430.485,141,3624,19111.071,0
1638608760000,5.2792,5.3361,5.279,5.3262,35100,1638608819999,186349.9877,594,33687,178860.7654,0
1638608820000,5.3311,5.3557,5.3201,5.3261,19567,1638608879999,104507.7512,334,8007,42720.7173,0
1638608880000,5.3299,5.3429,5.325,5.3366,20251,1638608939999,108021.1319,314,15265,81455.4848,0
1638608940000,5.3347,5.3732,5.3292,5.3448,72458,1638608999999,387707.7023,455,62643,335330.0105,0
1638609000000,5.3508,5.3508,5.2967,5.2967,24639,1638609059999,131234.4529,372,1236,6574.1482,0
1638609060000,5.3067,5.33,5.3019,5.3146,29453,1638609119999,156606.3031,361,22085,117471.6427,0
1638609120000,5.3098,5.3098,5.2498,5.2624,45026,1638609179999,237658.4471,656,20378,107427.5358,0
1638609180000,5.259,5.275,5.2078,5.2307,142220,1638609239999,743761.0427,703,40768,213827.6075,0
1638609240000,5.2392,5.2585,5.2276,5.2564,23859,1638609299999,124992.4279,316,19362,101427.0249,0
1638609300000,5.255,5.2611,5.2255,5.2297,11149,1638609359999,58419.9588,186,2973,15577.9623,0
1638609360000,5.2262,5.2307,5.2121,5.2176,15169,1638609419999,79240.0683,256,9572,50030.6056,0
1638609420000,5.2175,5.2286,5.1624,5.1819,26996,1638609479999,140069.9003,501,12412,64338.4637,0
1638609480000,5.1873,5.2127,5.1762,5.2047,37397,1638609539999,194085.9867,345,28370,147262.9841,0
1638609540000,5.2022,5.2349,5.1886,5.1915,33476,1638609599999,174269.7038,430,17490,91126.206,0
1638609600000,5.2036,5.2297,5.2,5.2151,18518,1638609659999,96635.1244,259,13748,71766.6628,0
1638609660000,5.2149,5.2377,5.2088,5.2341,14226,1638609719999,74402.3984,202,10572,55313.2909,0
1638609720000,5.2379,5.2467,5.1991,5.2163,18142,1638609779999,94962.7723,330,13251,69438.544,0
1638609780000,5.2196,5.242,5.2163,5.2408,14884,1638609839999,77872.4452,286,13417,70199.5535,0
1638609840000,5.2396,5.2433,5.2256,5.2386,10446,1638609899999,54666.3004,171,3774,19761.9207,0
1638609900000,5.242,5.242,5.204,5.2115,8278,1638609959999,43164.1057,167,3623,18911.4198,0
1638609960000,5.2148,5.2188,5.195,5.2009,4528,1638610019999,23587.353,167,3078,16042.7096,0
1638610020000,5.2071,5.2194,5.1966,5.21,13123,1638610079999,68407.4387,148,10776,56182.3745,0
1638610080000,5.21,5.2159,5.2,5.2056,4055,1638610139999,21105.785,62,2660,13845.5624,0
1638610140000,5.2057,5.2058,5.1824,5.1866,8985,1638610199999,46642.6121,134,2905,15073.7961,0
1638610200000,5.1862,5.2287,5.1709,5.2287,33242,1638610259999,172617.202,565,17774,92476.0418,0
1638610260000,5.2292,5.2437,5.2158,5.2223,8783,1638610319999,45948.6216,205,4577,23956.6521,0
1638610320000,5.225,5.2428,5.2166,5.2384,11515,1638610379999,60193.2778,277,8561,44758.18,0
1638610380000,5.2383,5.2721,5.2243,5.266,25533,1638610439999,134226.4545,479,20721,108910.4235,0
1638610440000,5.265,5.2851,5.2617,5.2746,16749,1638610499999,88416.1244,217,8305,43833.4716,0
1638610500000,5.2757,5.2881,5.2551,5.2666,9788,1638610559999,51635.0845,193,6752,35629.0705,0
1638610560000,5.2682,5.2764,5.2607,5.2684,5450,1638610619999,28707.7154,94,2760,14540.1602,0
1638610620000,5.2694,5.2963,5.2657,5.2936,10425,1638610679999,55063.804,221,8779,46375.3599,0
1638610680000,5.2874,5.3085,5.2873,5.3083,8627,1638610739999,45732.7571,182,3389,17967.8458,0
1638610740000,5.3076,5.308,5.28,5.2857,5338,1638610799999,28250.8436,139,2805,14847.1866,0
1638610800000,5.28,5.2999,5.267,5.2999,7183,1638610859999,37941.0132,257,6239,32961.8367,0
1638610860000,5.2999,5.2999,5.2585,5.2638,6584,1638610919999,34771.4044,141,3123,16503.1937,0
1638610920000,5.2621,5.2727,5.2434,5.2595,12710,1638610979999,66816.6452,254,6161,32411.5091,0
1638610980000,5.2573,5.2801,5.244,5.251,5873,1638611039999,30870.1214,129,3362,17671.9141,0
1638611040000,5.2452,5.2644,5.2433,5.254,23913,1638611099999,125582.4303,199,20015,105117.8667,0
1638611100000,5.2539,5.254,5.2257,5.2488,29899,1638611159999,156879.7216,336,19478,102254.2211,0
1638611160000,5.2409,5.2409,5.2072,5.2106,4626,1638611219999,24152.1807,166,1647,8607.7985,0
1638611220000,5.2077,5.21,5.1947,5.2055,31495,1638611279999,163782.986,274,10114,52593.9737,0
1638611280000,5.2033,5.2143,5.1951,5.1977,5137,1638611339999,26716.133,85,2063,10737.8012,0
1638611340000,5.1976,5.203,5.1774,5.1775,18110,1638611399999,93926.9146,186,2328,12094.0704,0
1638611400000,5.1837,5.2234,5.1832,5.2201,12458,1638611459999,64758.0489,278,9952,51713.2123,0
1638611460000,5.22,5.22,5.1883,5.1968,5872,1638611519999,30516.2718,108,1788,9290.3674,0
1638611520000,5.1941,5.2017,5.1854,5.2017,20845,1638611579999,108333.3722,165,18516,96238.9086,0
1638611580000,5.2031,5.2275,5.2031,5.2274,6420,1638611639999,33506.6895,168,6134,32014.1812,0
1638611640000,5.2278,5.2331,5.2253,5.2303,4385,1638611699999,22927.1614,140,3313,17324.834,0
1638611700000,5.228,5.2325,5.2168,5.2228,14004,1638611759999,73190.8187,119,4070,21282.0268,0
1638611760000,5.2287,5.2357,5.2191,5.2357,7344,1638611819999,38396.8803,103,5439,28428.8278,0
1638611820000,5.2322,5.2514,5.2322,5.2443,17755,1638611879999,93015.764,220,4789,25111.5721,0
1638611880000,5.2418,5.2418,5.2168,5.23,14854,1638611939999,77649.925,170,11007,57542.8057,0
1638611940000,5.2359,5.273,5.2359,5.2724,11716,1638611999999,61617.6871,258,11429,60107.3329,0
1638612000000,5.2736,5.2897,5.2659,5.2758,4634,1638612059999,24473.8114,150,3796,20053.7908,0
1638612060000,5.2776,5.3017,5.2729,5.2901,14479,1638612119999,76581.6079,209,9138,48346.0647,0
1638612120000,5.298,5.3023,5.2346,5.2346,18550,1638612179999,97694.9088,321,6249,32919.3955,0
1638612180000,5.235,5.256,5.2205,5.252,2996,1638612239999,15683.9209,152,1753,9182.4034,0
1638612240000,5.2511,5.277,5.2508,5.2685,9290,1638612299999,48860.5092,202,8750,46014.9733,0
1638612300000,5.2712,5.2745,5.2436,5.2606,5779,1638612359999,30365.798,116,3326,17475.1512,0
1638612360000,5.2541,5.2695,5.2419,5.2604,18524,1638612419999,97293.7955,128,4274,22473.3293,0
1638612420000,5.2576,5.2913,5.2532,5.2913,18999,1638612479999,100136.5014,198,15335,80821.97,0
1638612480000,5.2914,5.32,5.2773,5.3153,40902,1638612539999,216903.4476,267,38337,203280.0731,0
1638612540000,5.3133,5.325,5.2999,5.2999,9728,1638612599999,51708.0356,213,3796,20196.3893,0
1638612600000,5.303,5.325,5.2887,5.3217,5669,1638612659999,30121.7405,107,2161,11481.8901,0
1638612660000,5.323,5.3524,5.3139,5.3415,13016,1638612719999,69483.5432,273,5263,28108.1204,0
1638612720000,5.3508,5.3563,5.3378,5.3503,26350,1638612779999,140874.8606,165,6343,33929.0828,0
1638612780000,5.3479,5.3494,5.2993,5.3318,24051,1638612839999,128145.9994,290,4990,26609.8985,0
1638612840000,5.3308,5.3315,5.2973,5.3145,15277,1638612899999,81259.0825,153,6922,36858.7269,0
1638612900000,5.319,5.3358,5.3027,5.3027,3746,1638612959999,19946.1925,98,1442,7684.8527,0
1638612960000,5.312,5.3278,5.3067,5.3258,3982,1638613019999,21169.1474,68,1713,9107.1457,0
1638613020000,5.3282,5.3335,5.3182,5.326,7613,1638613079999,40551.9699,73,3805,20269.2927,0
1638613080000,5.326,5.3457,5.3138,5.3138,28360,1638613139999,151317.9874,165,2632,14037.6319,0
1638613140000,5.3138,5.3381,5.303,5.3282,5321,1638613199999,28301.8281,159,3455,18380.3044,0
1638613200000,5.3242,5.3243,5.2912,5.2976,3140,1638613259999,16649.5998,144,813,4314.7909,0
1638613260000,5.2976,5.2996,5.27,5.2745,7618,1638613319999,40243.484,170,1304,6889.4292,0
1638613320000,5.2727,5.2885,5.2646,5.2735,7322,1638613379999,38622.9038,109,5718,30169.1059,0
1638613380000,5.2713,5.2795,5.2608,5.2641,9240,1638613439999,48686.9252,79,8274,43600.4364,0
1638613440000,5.2649,5.2658,5.2303,5.2359,11133,1638613499999,58416.1037,241,1608,8437.2441,0
1638613500000,5.2314,5.2619,5.2314,5.25,8002,1638613559999,42023.1398,100,2678,14061.4624,0
1638613560000,5.2513,5.2699,5.245,5.2485,10154,1638613619999,53316.5054,92,4493,23611.7317,0
1638613620000,5.2487,5.266,5.2373,5.2392,9002,1638613679999,47292.12,99,4064,21346.8821,0
1638613680000,5.2425,5.2467,5.229,5.2374,5243,1638613739999,27459.3426,92,2303,12062.9741,0
1638613740000,5.2373,5.24,5.2155,5.2253,7623,1638613799999,39812.9193,154,3579,18698.0875,0
1638613800000,5.2289,5.2358,5.2203,5.2276,7287,1638613859999,38098.1122,58,3762,19672.088,0
1638613860000,5.235,5.2403,5.2149,5.223,19088,1638613919999,99814.4384,86,6478,33841.719,0
1638613920000,5.225,5.2293,5.2117,5.2167,2650,1638613979999,13826.7699,74,953,4974.8687,0
1638613980000,5.214,5.2239,5.1846,5.1874,12924,1638614039999,67229.1959,240,1361,7095.1209,0
1638614040000,5.1838,5.2161,5.1825,5.1847,5435,1638614099999,28265.2802,106,3253,16932.554,0
1638614100000,5.1827,5.205,5.1694,5.1728,10098,1638614159999,52329.4345,167,3560,18455.0294,0
1638614160000,5.1769,5.183,5.1205,5.1267,46976,1638614219999,241601.5357,502,15039,77260.9841,0
1638614220000,5.1222,5.1348,5.0846,5.1187,48301,1638614279999,246838.343,534,23479,120114.2446,0
1638614280000,5.1227,5.1433,5.0922,5.0947,9545,1638614339999,48889.4189,211,3100,15878.6482,0
1638614340000,5.1033,5.1388,5.0985,5.1318,17400,1638614399999,89222.3361,133,15166,77786.367,0
1638614400000,5.1251,5.1329,5.1162,5.1183,5978,1638614459999,30628.4997,57,3635,18628.0458,0
1638614460000,5.118,5.138,5.0811,5.0811,6275,1638614519999,32054.3036,176,2555,13090.0407,0
1638614520000,5.081,5.1097,5.0688,5.0862,17887,1638614579999,91098.2871,225,11325,57718.1568,0
1638614580000,5.0912,5.1277,5.0912,5.12,10728,1638614639999,54786.4467,145,5716,29184.4816,0
1638614640000,5.1207,5.1378,5.1152,5.1302,8589,1638614699999,44020.7996,120,2896,14843.0634,0
1638614700000,5.1348,5.1616,5.1284,5.1561,9334,1638614759999,48069.3057,177,6160,31730.497,0
1638614760000,5.1533,5.1805,5.1476,5.1805,6532,1638614819999,33736.4745,127,4654,24054.1684,0
1638614820000,5.1806,5.1923,5.166,5.1889,19341,1638614879999,100157.4565,160,11666,60465.0898,0
1638614880000,5.1838,5.1898,5.1676,5.1898,6897,1638614939999,35727.1991,67,2786,14436.8021,0
1638614940000,5.1889,5.1889,5.1374,5.1382,26017,1638614999999,134196.6376,180,10244,52694.4611,0
1638615000000,5.1385,5.1667,5.1153,5.1314,8340,1638615059999,42835.4183,151,3365,17328.2245,0
1638615060000,5.1312,5.1595,5.1262,5.1595,2958,1638615119999,15214.3493,91,1865,9594.6688,0
1638615120000,5.1596,5.1637,5.1412,5.1616,9934,1638615179999,51208.4265,99,4290,22134.3122,0
1638615180000,5.1602,5.1898,5.1602,5.1868,7713,1638615239999,39944.1833,156,5791,29985.1607,0
1638615240000,5.1871,5.195,5.1552,5.1769,12009,1638615299999,62074.7327,128,3761,19445.8712,0
1638615300000,5.1741,5.1746,5.1455,5.1455,12019,1638615359999,62019.5167,124,983,5078.3121,0
1638615360000,5.145,5.1936,5.1425,5.1936,18319,1638615419999,94737.7671,152,16590,85823.5581,0
1638615420000,5.187,5.227,5.187,5.2157,9443,1638615479999,49224.9974,197,5919,30853.4118,0
1638615480000,5.2093,5.2275,5.2037,5.2222,9472,1638615539999,49379.1632,79,3909,20394.7875,0
1638615540000,5.221,5.221,5.1959,5.2057,11779,1638615599999,61317.5204,81,3638,18938.2028,0
1638615600000,5.2024,5.2024,5.1675,5.1793,6883,1638615659999,35639.8948,163,2134,11051.2668,0
1638615660000,5.1816,5.2021,5.1641,5.1641,5544,1638615719999,28773.2449,108,2450,12726.7679,0
1638615720000,5.1636,5.1701,5.1469,5.1532,16847,1638615779999,86813.9934,132,10541,54319.1805,0
1638615780000,5.1591,5.1759,5.1501,5.1607,3636,1638615839999,18764.6786,55,1605,8290.2758,0
1638615840000,5.1649,5.1812,5.1351,5.1432,7381,1638615899999,38035.9037,140,4342,22363.0611,0
1638615900000,5.1377,5.1594,5.1377,5.1502,2470,1638615959999,12722.7588,47,2023,10421.8323,0
1638615960000,5.1502,5.1502,5.1112,5.1133,13817,1638616019999,70785.6534,196,6093,31216.6235,0
1638616020000,5.1148,5.1265,5.097,5.1088,6395,1638616079999,32648.3566,121,3178,16226.4118,0
1638616080000,5.1088,5.1152,5.0968,5.1021,7263,1638616139999,37059.5741,85,3263,16645.5867,0
1638616140000,5.1028,5.1091,5.0949,5.103,4371,1638616199999,22290.2054,68,1576,8040.4654,0
1638616200000,5.0996,5.135,5.0988,5.109,9316,1638616259999,47614.7217,113,7940,40582.242,0
1638616260000,5.1163,5.1222,5.1038,5.1075,3090,1638616319999,15790.376,60,1909,9758.0659,0
1638616320000,5.1145,5.129,5.1063,5.1206,5476,1638616379999,28028.2511,54,3237,16572.2894,0
1638616380000,5.1216,5.14,5.1153,5.14,8565,1638616439999,43881.272,98,3902,20010.5328,0
1638616440000,5.1372,5.1372,5.111,5.1118,6943,1638616499999,35564.1732,77,975,4994.7425,0
1638616500000,5.1174,5.1195,5.1022,5.1094,13512,1638616559999,69045.9124,88,4879,24953.2303,0
1638616560000,5.1087,5.1118,5.0672,5.0677,11784,1638616619999,59994.546,260,2516,12810.2723,0
1638616620000,5.0756,5.092,5.0647,5.0647,17823,1638616679999,90487.9893,118,4692,23847.1761,0
1638616680000,5.0645,5.102,5.0613,5.102,17491,1638616739999,88852.7324,153,5220,26558.5268,0
1638616740000,5.0968,5.1174,5.0955,5.1142,9241,1638616799999,47184.8778,127,4751,24270.1409,0
1638616800000,5.1104,5.1106,5.0214,5.0355,34822,1638616859999,176141.5191,470,8206,41346.7648,0
1638616860000,5.0412,5.0536,5.0213,5.0375,27621,1638616919999,139075.4511,149,10381,52282.3491,0
1638616920000,5.0379,5.0481,5.0233,5.026,18869,1638616979999,95080.4495,132,11108,55978.8366,0
1638616980000,5.0216,5.0406,5.01,5.0406,11087,1638617039999,55651.5779,169,2831,14228.5564,0
1638617040000,5.0411,5.0559,5.0193,5.0193,11212,1638617099999,56544.2582,112,8268,41704.9438,0
1638617100000,5.0269,5.0555,5.0225,5.051,3303,1638617159999,16632.2465,58,2682,13505.5851,0
1638617160000,5.051,5.0546,5.0321,5.0321,2843,1638617219999,14336.2902,44,991,5004.1308,0
1638617220000,5.0382,5.0472,5.0219,5.0268,2224,1638617279999,11193.7791,54,1221,6146.1295,0
1638617280000,5.0318,5.0334,4.9852,4.9989,42075,1638617339999,210452.5089,496,20012,100100.4023,0
1638617340000,5,5.0236,4.9772,5.02,30379,1638617399999,151897.4533,212,9420,47159.5563,0
1638617400000,5.0237,5.0472,5.0158,5.025,97544,1638617459999,490600.4531,335,87914,442118.2388,0
1638617460000,5.0212,5.024,4.9467,4.9671,26240,1638617519999,130625.9022,428,8247,41047.3187,0
1638617520000,4.9672,4.9957,4.951,4.9574,26681,1638617579999,132561.6615,210,10601,52664.1249,0
1638617580000,4.9585,4.9723,4.9418,4.9595,18974,1638617639999,94059.3628,159,9193,45571.8379,0
1638617640000,4.9577,4.9874,4.935,4.9722,30191,1638617699999,149637.2924,234,18797,93178.5695,0
1638617700000,4.9801,4.9963,4.9657,4.9796,16575,1638617759999,82565.2372,140,6745,33615.4701,0
1638617760000,4.989,4.9902,4.9688,4.9688,8071,1638617819999,40178.9071,77,5019,24996.2862,0
1638617820000,4.9712,4.9779,4.9461,4.9747,15781,1638617879999,78311.7638,144,9172,45535.0402,0
1638617880000,4.9725,4.9791,4.9506,4.9595,18868,1638617939999,93642.4687,128,6642,32975.474,0
1638617940000,4.9568,4.9575,4.8929,4.8929,40257,1638617999999,198212.8549,445,7891,38956.7846,0
1638618000000,4.8931,4.9631,4.8931,4.9578,104141,1638618059999,514403.5307,477,94078,464783.6366,0
1638618060000,4.9542,4.966,4.9374,4.954,18551,1638618119999,91817.7044,197,6256,30992.61,0
1638618120000,4.9536,4.9564,4.9298,4.9466,36513,1638618179999,180663.5255,171,26225,129783.6178,0
1638618180000,4.9466,4.9497,4.9,4.921,49415,1638618239999,243261.8078,204,18191,89820.4814,0
