time,open,high,low,close,volume,I,y,b,f,c,x
1639840020000,5.16,5.16,5.1573,5.1589,1383,1639840079999,7134.3664,17,422,2177.4155,0
1639840080000,5.1591,5.1666,5.1583,5.1663,4832,1639840139999,24934.1885,48,4046,20877.6592,0
1639840140000,5.1666,5.1671,5.1619,5.1657,5327,1639840199999,27517.9807,49,2644,13660.1396,0
1639840200000,5.168,5.1764,5.168,5.1764,4815,1639840259999,24905.0621,49,4345,22474.8238,0
1639840260000,5.1727,5.1742,5.1677,5.1677,1856,1639840319999,9597.5066,26,251,1298.2492,0
1639840320000,5.1675,5.1716,5.1675,5.1706,1091,1639840379999,5639.6082,16,736,3803.8796,0
1639840380000,5.1719,5.1735,5.1707,5.1721,992,1639840439999,5130.7253,10,191,987.9504,0
1639840440000,5.1709,5.1806,5.1706,5.1806,2946,1639840499999,15252.5184,67,2227,11529.9361,0
1639840500000,5.1806,5.1812,5.1774,5.1812,2942,1639840559999,15239.1118,28,1111,5755.2911,0
1639840560000,5.1813,5.1856,5.1792,5.1797,5406,1639840619999,28012.7182,73,3881,20111.6713,0
1639840620000,5.1789,5.1818,5.1757,5.1797,1178,1639840679999,6099.4355,15,209,1082.2495,0
1639840680000,5.1781,5.1835,5.167,5.1761,8828,1639840739999,45706.5436,71,3684,19080.7184,0
1639840740000,5.1752,5.1788,5.1614,5.1675,11062,1639840799999,57181.4928,67,1011,5227.3535,0
1639840800000,5.1669,5.1766,5.1666,5.1701,4615,1639840859999,23865.2176,50,2232,11542.3214,0
1639840860000,5.1728,5.174,5.1706,5.174,540,1639840919999,2793.1081,12,532,2751.7433,0
1639840920000,5.176,5.1779,5.1714,5.1774,2642,1639840979999,13672.4126,31,1732,8963.8858,0
1639840980000,5.1767,5.1777,5.1714,5.1714,1841,1639841039999,9527.7884,28,184,952.3426,0
1639841040000,5.1713,5.1713,5.1648,5.1649,1794,1639841099999,9269.1535,22,474,2448.8341,0
1639841100000,5.1634,5.1634,5.1551,5.1551,5904,1639841159999,30456.4489,77,1454,7501.6605,0
1639841160000,5.1551,5.1558,5.1467,5.1467,18824,1639841219999,96976.3083,159,1758,9054.9193,0
1639841220000,5.15,5.1547,5.148,5.15,336,1639841279999,1731.0486,15,334,1720.7526,0
1639841280000,5.1481,5.15,5.1457,5.1472,1614,1639841339999,8307.6508,22,889,4576.4263,0
1639841340000,5.1471,5.1569,5.1462,5.15,3575,1639841399999,18410.8176,33,3306,17026.0558,0
1639841400000,5.1477,5.15,5.1441,5.1441,4577,1639841459999,23551.1791,49,192,988.5139,0
1639841460000,5.1441,5.1462,5.1366,5.1385,22794,1639841519999,117155.3431,189,4254,21875.9323,0
1639841520000,5.1387,5.14,5.1332,5.1334,31987,1639841579999,164248.8072,215,1965,10091.4596,0
1639841580000,5.1332,5.1398,5.1295,5.1398,30712,1639841639999,157620.4921,206,2636,13535.5655,0
1639841640000,5.1362,5.1501,5.1362,5.1455,13912,1639841699999,71579.6123,85,12465,64135.5147,0
1639841700000,5.1451,5.1491,5.1439,5.1461,2064,1639841759999,10621.466,20,20,102.9676,0
1639841760000,5.1451,5.1451,5.1387,5.1401,658,1639841819999,3381.8951,20,387,1988.7705,0
1639841820000,5.141,5.1484,5.141,5.1435,9826,1639841879999,50529.5217,59,9277,47705.8683,0
1639841880000,5.1407,5.1409,5.1376,5.1377,3688,1639841939999,18952.4787,45,3099,15925.1889,0
1639841940000,5.1376,5.1376,5.1327,5.1334,16951,1639841999999,87021.0591,102,15572,79941.9325,0
1639842000000,5.1334,5.1342,5.1292,5.1292,24059,1639842059999,123462.3367,156,12117,62194.7462,0
1639842060000,5.1292,5.1356,5.1292,5.134,1102,1639842119999,5654.4164,21,548,2811.5841,0
1639842120000,5.1358,5.14,5.1325,5.1365,2973,1639842179999,15271.5193,32,1572,8077.2935,0
1639842180000,5.1401,5.145,5.14,5.1417,9895,1639842239999,50885.8386,76,9447,48581.5712,0
1639842240000,5.1411,5.1466,5.14,5.1464,21712,1639842299999,111617.5286,133,18819,96741.0031,0
1639842300000,5.1445,5.1447,5.1408,5.1447,1118,1639842359999,5749.64,16,584,3004.2504,0
1639842360000,5.1447,5.1447,5.1372,5.1372,2748,1639842419999,14126.9133,28,2143,11017.5332,0
1639842420000,5.1369,5.1372,5.1287,5.1287,17515,1639842479999,89864.2998,133,1471,7549.026,0
1639842480000,5.1289,5.1293,5.1237,5.1293,50954,1639842539999,261212.4085,316,989,5069.1654,0
1639842540000,5.131,5.1366,5.1296,5.1345,2962,1639842599999,15203.6603,37,1188,6099.0654,0
1639842600000,5.1335,5.1391,5.1265,5.1353,10698,1639842659999,54903.4071,55,504,2588.6208,0
1639842660000,5.1346,5.1346,5.1265,5.1265,2262,1639842719999,11605.5663,30,350,1795.4794,0
1639842720000,5.1267,5.134,5.1265,5.1285,1515,1639842779999,7772.8008,20,227,1165.2291,0
1639842780000,5.1295,5.1297,5.1249,5.1297,1736,1639842839999,8900.2587,20,1505,7715.7275,0
1639842840000,5.1299,5.1318,5.1279,5.1318,516,1639842899999,2646.7999,8,6,30.7889,0
1639842900000,5.1291,5.1321,5.1237,5.1237,1191,1639842959999,6104.5272,21,277,1421.086,0
1639842960000,5.1261,5.1337,5.1261,5.1285,1053,1639843019999,5403.4503,18,427,2190.5498,0
1639843020000,5.1319,5.1343,5.1319,5.133,1215,1639843079999,6237.209,18,959,4922.9488,0
1639843080000,5.133,5.133,5.1219,5.1267,15674,1639843139999,80302.6002,116,2577,13206.134,0
1639843140000,5.1274,5.1322,5.1272,5.1322,1163,1639843199999,5966.605,20,226,1159.3652,0
1639843200000,5.1275,5.134,5.1275,5.13,2016,1639843259999,10346.7559,26,1070,5492.3065,0
1639843260000,5.1331,5.134,5.1214,5.1214,6298,1639843319999,32282.2066,77,1700,8723.5434,0
1639843320000,5.1214,5.1232,5.1159,5.1186,31960,1639843379999,163608.388,183,1229,6290.4696,0
1639843380000,5.1159,5.1221,5.1146,5.1146,1347,1639843439999,6893.0884,30,268,1371.9139,0
1639843440000,5.1145,5.1173,5.1068,5.1169,7101,1639843499999,36295.9133,116,2829,14460.0217,0
1639843500000,5.1166,5.1213,5.113,5.1187,3928,1639843559999,20087.447,32,2054,10503.6786,0
1639843560000,5.1194,5.12,5.1107,5.113,4069,1639843619999,20814.5839,41,1226,6272.3847,0
1639843620000,5.1141,5.1242,5.1141,5.1235,1837,1639843679999,9402.2795,24,1589,8133.0119,0
1639843680000,5.1218,5.1218,5.1145,5.1145,2091,1639843739999,10702.0735,16,1184,6059.7015,0
1639843740000,5.122,5.1249,5.1209,5.1249,993,1639843799999,5088.3437,18,345,1767.5397,0
1639843800000,5.125,5.1266,5.122,5.122,1020,1639843859999,5227.5076,16,830,4253.9399,0
1639843860000,5.1229,5.1344,5.1226,5.1284,5660,1639843919999,29032.9394,72,3123,16019.6592,0
1639843920000,5.1336,5.1413,5.1314,5.1341,6259,1639843979999,32154.0599,71,5402,27751.6899,0
1639843980000,5.1358,5.1378,5.1358,5.1372,399,1639844039999,2049.5689,15,29,148.9459,0
1639844040000,5.1384,5.144,5.1384,5.144,2570,1639844099999,13212.0105,48,1309,6729.6947,0
1639844100000,5.1394,5.1394,5.13,5.1337,1026,1639844159999,5268.1426,19,49,251.4809,0
1639844160000,5.1329,5.14,5.13,5.1398,634,1639844219999,3255.0339,11,214,1099.9293,0
1639844220000,5.14,5.1402,5.134,5.1373,1152,1639844279999,5917.6745,15,1042,5352.6237,0
1639844280000,5.1373,5.1373,5.1338,5.1346,379,1639844339999,1946.0048,15,343,1761.1382,0
1639844340000,5.1348,5.1402,5.1341,5.137,1284,1639844399999,6594.2045,16,685,3518.4333,0
1639844400000,5.1386,5.1386,5.1356,5.1375,1223,1639844459999,6282.1598,10,1192,6122.8872,0
1639844460000,5.1359,5.1398,5.1359,5.1386,105,1639844519999,539.4486,9,97,498.3582,0
1639844520000,5.1396,5.1437,5.1387,5.1401,1471,1639844579999,7562.4905,15,92,472.8425,0
1639844580000,5.1411,5.1562,5.1411,5.1521,2522,1639844639999,12992.8518,109,948,4883.3662,0
1639844640000,5.1562,5.1562,5.1461,5.1461,2681,1639844699999,13810.2006,21,1095,5643.2497,0
1639844700000,5.1478,5.154,5.1439,5.1516,1897,1639844759999,9766.6614,19,1383,7121.8166,0
1639844760000,5.1489,5.1489,5.1389,5.1429,1556,1639844819999,8004.2854,22,408,2098.3241,0
1639844820000,5.144,5.1505,5.144,5.1495,1258,1639844879999,6476.0483,19,1131,5822.4918,0
1639844880000,5.1471,5.1471,5.1402,5.1402,4454,1639844939999,22910.4863,52,140,720.3252,0
1639844940000,5.1394,5.1504,5.1394,5.1504,4959,1639844999999,25523.1033,30,722,3713.0935,0
1639845000000,5.1477,5.152,5.1443,5.1476,2370,1639845059999,12201.6428,38,550,2832.9807,0
1639845060000,5.1518,5.1543,5.1486,5.1518,368,1639845119999,1895.7789,13,341,1756.6987,0
1639845120000,5.1499,5.1562,5.1467,5.1562,5222,1639845179999,26901.7646,48,867,4466.8166,0
1639845180000,5.1561,5.1652,5.1561,5.16,3410,1639845239999,17596.0624,105,890,4592.94,0
1639845240000,5.1597,5.1597,5.1436,5.1493,3370,1639845299999,17366.1438,47,456,2347.0495,0
1639845300000,5.1473,5.1473,5.1356,5.1369,2687,1639845359999,13807.2178,57,1730,8889.703,0
1639845360000,5.1361,5.15,5.1357,5.1457,1619,1639845419999,8320.9235,17,1364,7008.8644,0
1639845420000,5.1445,5.1449,5.1407,5.1413,622,1639845479999,3197.9772,12,245,1259.8948,0
1639845480000,5.1413,5.1413,5.1322,5.1363,11925,1639845539999,61262.8509,84,9161,47061.4353,0
1639845540000,5.1379,5.1442,5.137,5.1409,49665,1639845599999,255207.4231,194,48274,248058.6068,0
1639845600000,5.1409,5.1409,5.1353,5.1407,44324,1639845659999,227709.5513,252,33193,170518.1673,0
1639845660000,5.1391,5.1471,5.1391,5.1419,33248,1639845719999,170904.573,161,32696,168066.531,0
1639845720000,5.1432,5.1458,5.134,5.134,11313,1639845779999,58168.8292,106,6771,34820.1076,0
1639845780000,5.1331,5.1338,5.1307,5.1307,9710,1639845839999,49826.2724,77,2802,14378.3326,0
1639845840000,5.1307,5.1355,5.13,5.1355,6923,1639845899999,35518.5055,70,3130,16059.1324,0
1639845900000,5.1325,5.1385,5.13,5.1385,1898,1639845959999,9748.4177,25,1550,7962.5425,0
1639845960000,5.1398,5.1503,5.1398,5.1503,2569,1639846019999,13221.4246,40,1773,9123.9814,0
1639846020000,5.1495,5.1537,5.1494,5.1537,2815,1639846079999,14498.1354,24,1642,8455.8747,0
1639846080000,5.1523,5.1539,5.1481,5.1539,5234,1639846139999,26973.5439,36,5103,26299.0745,0
1639846140000,5.1539,5.1561,5.1516,5.155,18704,1639846199999,96404.2542,101,17115,88217.0811,0
1639846200000,5.1546,5.1558,5.1511,5.1535,7059,1639846259999,36376.422,46,1657,8539.9813,0
1639846260000,5.1535,5.1574,5.1522,5.1534,881,1639846319999,4541.6754,14,490,2525.8107,0
1639846320000,5.1546,5.1592,5.1538,5.1538,2012,1639846379999,10376.7357,21,1703,8783.6363,0
1639846380000,5.1512,5.1517,5.1458,5.1458,570,1639846439999,2935.9327,12,332,1710.3089,0
1639846440000,5.1508,5.156,5.1508,5.1537,451,1639846499999,2323.5254,9,311,1602.3002,0
1639846500000,5.154,5.154,5.1466,5.1466,1348,1639846559999,6944.0245,18,485,2498.0205,0
1639846560000,5.1492,5.1503,5.1448,5.1448,1764,1639846619999,9076.4357,27,349,1796.209,0
1639846620000,5.1448,5.1448,5.1327,5.1327,27894,1639846679999,143365.7225,177,3905,20054.5328,0
1639846680000,5.1329,5.1393,5.1329,5.1377,27988,1639846739999,143705.6951,132,27420,140787.3869,0
1639846740000,5.137,5.1377,5.1337,5.1337,1407,1639846799999,7227.5051,17,180,924.7302,0
1639846800000,5.1324,5.1346,5.1248,5.1248,74468,1639846859999,381794.371,361,1896,9719.3279,0
1639846860000,5.1248,5.1323,5.1248,5.13,1499,1639846919999,7685.59,26,681,3490.2244,0
1639846920000,5.13,5.1406,5.13,5.1406,2239,1639846979999,11500.5745,31,1691,8687.5724,0
1639846980000,5.1408,5.1422,5.1303,5.1303,2044,1639847039999,10494.8068,27,1368,7022.1982,0
1639847040000,5.1301,5.1355,5.1277,5.1355,1500,1639847099999,7693.3204,21,352,1805.6849,0
1639847100000,5.1331,5.1355,5.1331,5.1337,561,1639847159999,2879.7171,5,561,2879.7171,0
1639847160000,5.1332,5.1416,5.1314,5.136,25116,1639847219999,128965.4436,150,23485,120588.7849,0
1639847220000,5.1355,5.1365,5.1325,5.1325,74,1639847279999,379.99,6,28,143.7766,0
1639847280000,5.1371,5.1409,5.1368,5.1375,387,1639847339999,1988.2923,12,176,904.3262,0
1639847340000,5.1368,5.1368,5.1299,5.1299,2662,1639847399999,13659.3473,34,1988,10200.7333,0
1639847400000,5.1299,5.1385,5.1299,5.1362,613,1639847459999,3148.0216,14,195,1000.6047,0
1639847460000,5.1362,5.1386,5.1362,5.1362,2591,1639847519999,13313.2725,26,133,683.3453,0
1639847520000,5.137,5.145,5.137,5.145,2395,1639847579999,12315.1346,35,677,3482.1375,0
1639847580000,5.1448,5.1448,5.1374,5.1377,3827,1639847639999,19672.5583,36,1393,7158.7414,0
1639847640000,5.1385,5.1422,5.1373,5.1397,517,1639847699999,2657.4461,18,489,2513.5509,0
1639847700000,5.1398,5.149,5.1398,5.149,3163,1639847759999,16273.9396,40,1485,7639.2224,0
1639847760000,5.145,5.145,5.1406,5.1415,1196,1639847819999,6151.1359,15,659,3389.0031,0
1639847820000,5.1411,5.1475,5.1408,5.1449,11387,1639847879999,58543.5295,73,10628,54638.5618,0
1639847880000,5.1464,5.1468,5.1366,5.1371,460,1639847939999,2365.5865,13,360,1851.3486,0
1639847940000,5.1401,5.1401,5.1366,5.1366,125,1639847999999,642.2465,4,125,642.2465,0
1639848000000,5.1371,5.1371,5.1254,5.1254,35842,1639848059999,183815.8659,208,31393,161003.4359,0
1639848060000,5.1254,5.1337,5.1241,5.1279,27593,1639848119999,141411.5926,114,4392,22515.3752,0
1639848120000,5.1265,5.133,5.125,5.13,11821,1639848179999,60606.2411,56,11713,60052.6308,0
1639848180000,5.1303,5.1329,5.1254,5.1291,7263,1639848239999,37244.1138,41,4148,21274.5218,0
1639848240000,5.1306,5.1321,5.1254,5.1254,4938,1639848299999,25335.1228,46,3740,19189.9876,0
1639848300000,5.1252,5.1303,5.1236,5.1236,8572,1639848359999,43922.2491,69,304,1557.996,0
1639848360000,5.1236,5.1236,5.1184,5.1184,75467,1639848419999,386476.9327,378,2731,13983.1104,0
1639848420000,5.1184,5.1232,5.1181,5.1181,6115,1639848479999,31298.3737,45,53,271.5149,0
1639848480000,5.1181,5.1206,5.1173,5.119,9831,1639848539999,50316.9111,77,2249,11513.666,0
1639848540000,5.1173,5.122,5.1151,5.1206,22400,1639848599999,114607.2967,179,1663,8509.3479,0
1639848600000,5.1178,5.1206,5.1147,5.1189,3812,1639848659999,19498.9174,29,161,824.1426,0
1639848660000,5.1198,5.1232,5.117,5.1232,25273,1639848719999,129341.7295,165,25269,129321.2559,0
1639848720000,5.1232,5.1255,5.1221,5.1221,243,1639848779999,1244.9986,7,48,246.0021,0
1639848780000,5.1222,5.13,5.1195,5.1275,3856,1639848839999,19773.7121,38,1486,7618.7015,0
1639848840000,5.124,5.1291,5.124,5.1256,6500,1639848899999,33314.8165,32,6475,33186.7075,0
1639848900000,5.1272,5.1357,5.1272,5.1346,1932,1639848959999,9918.2246,34,1113,5712.6739,0
1639848960000,5.1339,5.1341,5.1269,5.1323,6848,1639849019999,35114.7065,57,6562,33646.7345,0
1639849020000,5.1328,5.1353,5.1311,5.1347,2329,1639849079999,11957.0815,27,2316,11890.3772,0
1639849080000,5.1341,5.1383,5.126,5.1383,1241,1639849139999,6368.1506,25,458,2350.8586,0
1639849140000,5.1291,5.1313,5.1217,5.1235,6309,1639849199999,32355.836,51,6186,31724.851,0
1639849200000,5.1233,5.1249,5.1194,5.1218,20689,1639849259999,105975.1974,114,14786,75746.26,0
1639849260000,5.1209,5.1266,5.1174,5.1174,6957,1639849319999,35609.1195,44,393,2013.1111,0
1639849320000,5.1218,5.1305,5.121,5.1305,1590,1639849379999,8149.7392,18,1360,6971.5138,0
1639849380000,5.1322,5.134,5.1269,5.1284,1546,1639849439999,7931.643,35,1453,7454.6688,0
1639849440000,5.1274,5.1322,5.1264,5.1268,110,1639849499999,564.1208,11,102,523.1096,0
1639849500000,5.1284,5.1341,5.128,5.1329,672,1639849559999,3448.3795,12,418,2145.6588,0
1639849560000,5.1314,5.1381,5.1293,5.1381,1437,1639849619999,7377.3395,22,1316,6756.4012,0
1639849620000,5.135,5.135,5.1266,5.1266,375,1639849679999,1924.3392,17,30,153.8961,0
1639849680000,5.1291,5.1394,5.129,5.139,245,1639849739999,1258.1639,19,127,652.4979,0
1639849740000,5.137,5.1395,5.135,5.1389,990,1639849799999,5087.3068,13,67,344.3099,0
1639849800000,5.1397,5.1437,5.1397,5.1416,2730,1639849859999,14036.4291,54,1190,6117.5151,0
1639849860000,5.1403,5.1403,5.1342,5.1348,3708,1639849919999,19047.399,31,1015,5212.5259,0
1639849920000,5.1358,5.136,5.1313,5.1326,11880,1639849979999,60965.3153,72,11566,59353.6366,0
1639849980000,5.132,5.1348,5.1212,5.1232,17110,1639850039999,87730.554,134,13206,67722.918,0
1639850040000,5.1225,5.1225,5.1162,5.1184,39031,1639850099999,199760.3038,211,21914,112150.3006,0
1639850100000,5.1227,5.1227,5.1179,5.1207,175,1639850159999,896.1383,4,9,46.1025,0
1639850160000,5.1163,5.1233,5.1159,5.121,3799,1639850219999,19436.7819,32,129,660.2624,0
1639850220000,5.1203,5.1214,5.1181,5.1192,1308,1639850279999,6697.5724,12,1223,6262.397,0
1639850280000,5.1212,5.1213,5.116,5.116,3094,1639850339999,15835.9442,22,86,440.0878,0
1639850340000,5.1159,5.1225,5.1143,5.1225,12768,1639850399999,65308.0459,101,292,1495.4676,0
1639850400000,5.1226,5.1226,5.118,5.119,181,1639850459999,926.4813,10,150,767.7877,0
1639850460000,5.1211,5.1239,5.1211,5.1214,426,1639850519999,2182.2148,10,426,2182.2148,0
1639850520000,5.1201,5.125,5.1186,5.125,255,1639850579999,1305.9872,11,122,625.1084,0
1639850580000,5.1247,5.1255,5.1214,5.1255,326,1639850639999,1669.9156,13,263,1347.1875,0
1639850640000,5.122,5.131,5.122,5.131,2460,1639850699999,12615.114,17,2427,12445.9424,0
1639850700000,5.1257,5.1257,5.1228,5.1231,142,1639850759999,727.7366,9,5,25.6146,0
1639850760000,5.1214,5.1224,5.1188,5.1216,339,1639850819999,1735.896,12,83,425.0206,0
1639850820000,5.1229,5.1229,5.118,5.1196,1333,1639850879999,6825.6704,14,492,2518.7214,0
1639850880000,5.1196,5.1248,5.1196,5.1248,444,1639850939999,2274.3128,17,334,1710.931,0
1639850940000,5.1252,5.129,5.123,5.1236,318,1639850999999,1629.4254,11,115,589.2832,0
1639851000000,5.1224,5.1224,5.1189,5.1189,249,1639851059999,1275.1227,5,86,440.2275,0
1639851060000,5.1202,5.1208,5.1142,5.1208,6143,1639851119999,31426.5861,49,621,3176.5997,0
1639851120000,5.1202,5.1202,5.1142,5.1182,1875,1639851179999,9590.6183,23,617,3156.6668,0
1639851180000,5.1186,5.12,5.1142,5.1175,592,1639851239999,3029.5785,12,468,2395.0073,0
1639851240000,5.1177,5.1185,5.1142,5.115,1375,1639851299999,7034.724,27,89,455.5288,0
1639851300000,5.1174,5.122,5.1155,5.1219,2685,1639851359999,13746.497,33,2334,11949.9802,0
1639851360000,5.1195,5.1195,5.1151,5.1152,496,1639851419999,2537.1856,12,394,2015.4328,0
1639851420000,5.1152,5.1153,5.1099,5.111,31011,1639851479999,158534.0928,180,5718,29231.7996,0
1639851480000,5.1132,5.1174,5.1105,5.1151,845,1639851539999,4319.8238,19,373,1906.9004,0
1639851540000,5.1172,5.1172,5.1137,5.1159,209,1639851599999,1069.1173,9,119,608.8194,0
1639851600000,5.1165,5.118,5.115,5.1172,653,1639851659999,3341.4286,19,166,849.5152,0
1639851660000,5.118,5.1233,5.118,5.1229,1866,1639851719999,9554.0749,21,1594,8160.6971,0
1639851720000,5.1214,5.1214,5.1169,5.1186,145,1639851779999,742.2646,18,73,373.6912,0
1639851780000,5.1199,5.1219,5.1179,5.1179,514,1639851839999,2631.6386,13,509,2606.043,0
1639851840000,5.117,5.1183,5.1137,5.1182,1083,1639851899999,5540.7455,32,154,787.7927,0
1639851900000,5.1182,5.1203,5.1182,5.1203,768,1639851959999,3931.5187,14,662,3388.7795,0
1639851960000,5.1201,5.1239,5.1201,5.1239,113,1639852019999,578.734,11,41,209.9928,0
1639852020000,5.1247,5.1247,5.1215,5.1218,1043,1639852079999,5344.5904,9,813,4166.3054,0
1639852080000,5.1224,5.1261,5.1188,5.1188,1754,1639852139999,8983.6095,19,26,133.2433,0
1639852140000,5.1189,5.1189,5.1137,5.1164,34620,1639852199999,177095.5333,118,34249,175197.9011,0
1639852200000,5.1164,5.1241,5.1164,5.1239,1882,1639852259999,9632.6678,22,1591,8141.6223,0
1639852260000,5.1229,5.1239,5.1174,5.1193,206,1639852319999,1054.9734,9,123,630.0465,0
1639852320000,5.1194,5.1212,5.117,5.1212,816,1639852379999,4176.9544,9,99,506.5904,0
1639852380000,5.121,5.121,5.1186,5.1186,88,1639852439999,450.5217,5,0,0,0
1639852440000,5.1202,5.1203,5.1181,5.12,1986,1639852499999,10167.6116,15,0,0,0
1639852500000,5.1181,5.1191,5.1162,5.1175,1417,1639852559999,7252.3767,15,939,4805.9532,0
1639852560000,5.1161,5.1169,5.1136,5.1149,1756,1639852619999,8982.5382,25,765,3913.4878,0
1639852620000,5.1135,5.1146,5.1121,5.1121,699,1639852679999,3574.3838,10,686,3507.9153,0
1639852680000,5.1127,5.1166,5.1127,5.1166,147,1639852739999,751.833,8,29,148.3281,0
1639852740000,5.1166,5.1169,5.1124,5.1167,460,1639852799999,2352.8703,16,262,1339.9292,0
1639852800000,5.1154,5.12,5.1154,5.12,284,1639852859999,1453.7838,14,108,552.86,0
1639852860000,5.1193,5.1202,5.1146,5.1157,2163,1639852919999,11072.9772,15,241,1233.5009,0
1639852920000,5.1164,5.1241,5.1147,5.1214,2008,1639852979999,10286.0173,23,1463,7495.1588,0
1639852980000,5.121,5.121,5.1179,5.1179,82,1639853039999,419.8327,4,11,56.331,0
1639853040000,5.1174,5.1206,5.1158,5.1199,86,1639853099999,440.2234,5,29,148.4014,0
1639853100000,5.1206,5.1228,5.1206,5.1222,823,1639853159999,4214.7314,11,603,3087.8778,0
1639853160000,5.1224,5.1231,5.1215,5.1231,344,1639853219999,1762.2986,8,324,1659.843,0
1639853220000,5.1231,5.134,5.1215,5.1336,2304,1639853279999,11809.6531,55,1513,7757.5264,0
1639853280000,5.1342,5.1437,5.1342,5.1437,18767,1639853339999,96459.2643,218,18207,93580.5854,0
1639853340000,5.1439,5.1439,5.1374,5.14,24911,1639853399999,128042.3115,145,19949,102531.9263,0
1639853400000,5.1402,5.1405,5.136,5.1379,8947,1639853459999,45968.9046,80,7664,39375.8342,0
1639853460000,5.1365,5.1365,5.1309,5.1349,13897,1639853519999,71333.4334,108,6698,34380.8779,0
1639853520000,5.1384,5.14,5.1342,5.1342,553,1639853579999,2840.795,10,414,2126.7044,0
1639853580000,5.1344,5.1405,5.1337,5.1399,5463,1639853639999,28080.354,49,4805,24698.8001,0
1639853640000,5.1382,5.1403,5.1306,5.1391,12883,1639853699999,66139.5708,36,632,3248.1353,0
1639853700000,5.1389,5.1405,5.1363,5.138,2671,1639853759999,13729.9018,20,2652,13632.2842,0
1639853760000,5.1373,5.1373,5.1331,5.1345,920,1639853819999,4724.0148,10,565,2901.1105,0
1639853820000,5.134,5.134,5.1313,5.1317,240,1639853879999,1231.5912,6,8,41.072,0
1639853880000,5.1324,5.1331,5.1304,5.1324,1429,1639853939999,7332.9202,15,943,4839.3527,0
1639853940000,5.1335,5.1335,5.1302,5.1302,1110,1639853999999,5694.9412,15,55,282.2602,0
1639854000000,5.1313,5.1376,5.1311,5.1343,644,1639854059999,3307.514,13,150,769.8865,0
1639854060000,5.1327,5.1327,5.1288,5.1301,8674,1639854119999,44495.5705,52,462,2370.6916,0
1639854120000,5.1294,5.1354,5.1281,5.1285,2948,1639854179999,15118.9851,22,192,984.9872,0
1639854180000,5.1293,5.1313,5.1261,5.1262,7600,1639854239999,38966.2441,51,534,2737.5221,0
1639854240000,5.1261,5.1261,5.1195,5.1221,39748,1639854299999,203623.2879,163,19209,98389.3964,0
1639854300000,5.1239,5.1292,5.116,5.116,3279,1639854359999,16801.7827,39,2520,12914.1921,0
1639854360000,5.1154,5.1157,5.1123,5.1123,6539,1639854419999,33440.3191,50,1151,5885.6401,0
1639854420000,5.1125,5.113,5.1088,5.1088,57453,1639854479999,293643.6575,324,28731,146879.8888,0
1639854480000,5.1088,5.1103,5.0552,5.079,172573,1639854539999,879283.1763,1455,30617,155606.8693,0
1639854540000,5.0799,5.0829,5.0613,5.0625,52864,1639854599999,268055.9326,271,31142,157879.8586,0
1639854600000,5.0615,5.0718,5.0613,5.0665,8410,1639854659999,42617.2535,45,5968,30248.0922,0
1639854660000,5.0646,5.07,5.0586,5.059,20028,1639854719999,101433.7726,143,4719,23919.9591,0
1639854720000,5.0587,5.0667,5.0563,5.0651,8737,1639854779999,44194.7507,90,4214,21322.4397,0
1639854780000,5.0622,5.0753,5.061,5.0753,5593,1639854839999,28363.1956,37,5209,26415.6398,0
1639854840000,5.0776,5.0791,5.0752,5.0789,1814,1639854899999,9211.3468,28,1493,7582.034,0
1639854900000,5.0765,5.0765,5.0612,5.0657,12018,1639854959999,60952.1933,89,3047,15431.7683,0
1639854960000,5.0654,5.07,5.0649,5.0689,8221,1639855019999,41673.8927,53,1358,6883.1094,0
1639855020000,5.0677,5.0717,5.067,5.07,5931,1639855079999,30065.6022,29,3646,18483.4428,0
1639855080000,5.07,5.071,5.0615,5.0663,7001,1639855139999,35477.1457,38,49,248.479,0
1639855140000,5.0689,5.0708,5.0638,5.0698,2182,1639855199999,11059.8874,36,1874,9498.7522,0
1639855200000,5.0684,5.0889,5.0684,5.0858,3785,1639855259999,19246.8221,77,2452,12466.8135,0
1639855260000,5.0847,5.0879,5.0837,5.0867,851,1639855319999,4327.6218,22,504,2563.1093,0
1639855320000,5.0867,5.0948,5.0867,5.094,1163,1639855379999,5921.173,54,1037,5279.7478,0
1639855380000,5.089,5.089,5.0819,5.082,571,1639855439999,2903.2118,21,374,1901.6061,0
1639855440000,5.0811,5.0857,5.0788,5.0815,171,1639855499999,868.859,15,112,569.1627,0
1639855500000,5.0837,5.0877,5.081,5.0812,1141,1639855559999,5800.915,20,741,3766.9148,0
1639855560000,5.0815,5.0885,5.0802,5.0885,603,1639855619999,3065.5368,19,445,2262.7296,0
1639855620000,5.0901,5.096,5.0901,5.0943,615,1639855679999,3132.3849,20,166,845.6255,0
1639855680000,5.0948,5.0953,5.0842,5.0901,1274,1639855739999,6484.1964,15,456,2321.0554,0
1639855740000,5.0883,5.0901,5.0818,5.0901,578,1639855799999,2940.7669,11,390,1984.341,0
1639855800000,5.0891,5.0918,5.0856,5.0918,2168,1639855859999,11033.3715,23,1568,7980.1945,0
1639855860000,5.0891,5.0891,5.0847,5.0847,194,1639855919999,986.8726,7,0,0,0
1639855920000,5.0843,5.0893,5.0836,5.0858,708,1639855979999,3601.3777,11,528,2685.4398,0
1639855980000,5.09,5.0901,5.0841,5.0894,1737,1639856039999,8837.4322,20,1434,7296.3108,0
